,FPR,TPR,AUC,model
100,0.5766423357664233,0.8490566037735849,0.7254682550612863,GNB
101,0.5766423357664233,0.8584905660377359,0.7254682550612863,GNB
102,0.5802919708029197,0.8584905660377359,0.7254682550612863,GNB
103,0.5802919708029197,0.8679245283018868,0.7254682550612863,GNB
104,0.5875912408759124,0.8679245283018868,0.7254682550612863,GNB
105,0.5875912408759124,0.8867924528301887,0.7254682550612863,GNB
106,0.5985401459854015,0.8867924528301887,0.7254682550612863,GNB
107,0.5985401459854015,0.8962264150943396,0.7254682550612863,GNB
108,0.6423357664233577,0.8962264150943396,0.7254682550612863,GNB
109,0.6423357664233577,0.9056603773584906,0.7254682550612863,GNB
110,0.7043795620437956,0.9056603773584906,0.7254682550612863,GNB
111,0.7043795620437956,0.9150943396226415,0.7254682550612863,GNB
112,0.7481751824817519,0.9150943396226415,0.7254682550612863,GNB
113,0.7481751824817519,0.9245283018867925,0.7254682550612863,GNB
114,0.7627737226277372,0.9245283018867925,0.7254682550612863,GNB
115,0.7627737226277372,0.9339622641509434,0.7254682550612863,GNB
